GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,SUR,Suriname,, 4 900 [ 4 400–5 600],4900,4400,5600,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,SWE,Sweden,,11 000 [10 000–12 000],11000,10000,12000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TGO,Togo,,100 000 [73 000–130 000],100000,73000,130000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,TUN,Tunisia,, 2 900 [ 2 000–4 000],2900,2000,4000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,GRD,Grenada,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KIR,Kiribati,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,BLR,Belarus,,19 000 [14 000–26 000],19000,14000,26000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,BEL,Belgium,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,CAN,Canada,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,TCD,Chad,,110 000 [94 000–130 000],110000,94000,130000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,DNK,Denmark,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,DJI,Djibouti,, 8 600 [ 5 700–13 000],8600,5700,13000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,GRC,Greece,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,GTM,Guatemala,,46 000 [31 000–65 000],46000,31000,65000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,JAM,Jamaica,,30 000 [25 000–35 000],30000,25000,35000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,KAZ,Kazakhstan,,26 000 [22 000–30 000],26000,22000,30000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,MDV,Maldives,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MLI,Mali,,110 000 [89 000–130 000],110000,89000,130000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,OMN,Oman,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,PAK,Pakistan,,130 000 [120 000–150 000],130000,120000,150000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,, 8 200 [ 7 400–9 000],8200,7400,9000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SLE,Sierra Leone,,67 000 [43 000–100 000],67000,43000,100000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,TJK,Tajikistan,,14 000 [10 000–19 000],14000,10000,19000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,120 000 [110 000–130 000],120000,110000,130000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,VNM,Viet Nam,,250 000 [220 000–290 000],250000,220000,290000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,AND,Andorra,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,WSM,Samoa,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,AGO,Angola,,280 000 [240 000–330 000],280000,240000,330000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ARM,Armenia,, 3 300 [ 2 700–4 100],3300,2700,4100,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,BWA,Botswana,,360 000 [320 000–390 000],360000,320000,390000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,BRN,Brunei Darussalam,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,CRI,Costa Rica,,13 000 [12 000–14 000],13000,12000,14000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,HRV,Croatia,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ETH,Ethiopia,,710 000 [570 000–880 000],710000,570000,880000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FIN,Finland,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,HND,Honduras,,21 000 [17 000–27 000],21000,17000,27000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ISL,Iceland,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IDN,Indonesia,,620 000 [530 000–730 000],620000,530000,730000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,LVA,Latvia,, 6 600 [ 5 900–7 400],6600,5900,7400,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,LSO,Lesotho,,330 000 [300 000–360 000],330000,300000,360000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MOZ,Mozambique,,1 800 000 [1 600 000–2 100 000],1800000,1600000,2100000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NAM,Namibia,,230 000 [210 000–260 000],230000,210000,260000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,POL,Poland,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,QAT,Qatar,,<100 [<100–<200],100,100,200,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SSD,South Sudan,,200 000 [130 000–290 000],200000,130000,290000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,LKA,Sri Lanka,, 4 000 [ 2 700–6 000],4000,2700,6000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,TKM,Turkmenistan,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,UKR,Ukraine,,240 000 [220 000–260 000],240000,220000,260000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,MHL,Marshall Islands,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,FSM,Micronesia (Federated States of),,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,VUT,Vanuatu,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,BHR,Bahrain,,<500 [<500–<500],500,500,500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,BTN,Bhutan,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,BFA,Burkina Faso,,95 000 [77 000–120 000],95000,77000,120000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,COM,Comoros,,<200 [<100–<500],200,100,500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,CZE,Czechia,, 3 400 [ 3 100–3 600],3400,3100,3600,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,EGY,Egypt,,11 000 [10 000–12 000],11000,10000,12000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,GEO,Georgia,,12 000 [ 8 800–14 000],12000,8800,14000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,GUY,Guyana,, 8 500 [ 7 900–9 500],8500,7900,9500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,66 000 [37 000–120 000],66000,37000,120000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,11 000 [10 000–13 000],11000,10000,13000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,MDG,Madagascar,,31 000 [25 000–39 000],31000,25000,39000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,MEX,Mexico,,220 000 [200 000–240 000],220000,200000,240000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,NER,Niger,,48 000 [41 000–55 000],48000,41000,55000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,PRY,Paraguay,,19 000 [12 000–39 000],19000,12000,39000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,MDA,Republic of Moldova,,15 000 [11 000–21 000],15000,11000,21000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,SOM,Somalia,,24 000 [16 000–33 000],24000,16000,33000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SWZ,Swaziland,,220 000 [200 000–230 000],220000,200000,230000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,TLS,Timor-Leste,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,USA,United States of America,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,ZWE,Zimbabwe,,1 300 000 [1 200 000–1 400 000],1300000,1200000,1400000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,DMA,Dominica,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,PLW,Palau,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,SYC,Seychelles,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ALB,Albania,, 1 700 [ 1 500–2 000],1700,1500,2000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,AZE,Azerbaijan,, 9 200 [ 6 800–12 000],9200,6800,12000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,BLZ,Belize,, 4 300 [ 3 400–5 200],4300,3400,5200,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,KHM,Cambodia,,71 000 [62 000–82 000],71000,62000,82000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,WPR,Western Pacific,,CHN,China,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AMR,Americas,,CUB,Cuba,,25 000 [22 000–28 000],25000,22000,28000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GNQ,Equatorial Guinea,,35 000 [28 000–45 000],35000,28000,45000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GAB,Gabon,,48 000 [38 000–59 000],48000,38000,59000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,AFR,Africa,,GIN,Guinea,,120 000 [100 000–150 000],120000,100000,150000,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,ISR,Israel,,No data,,,,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EMR,Eastern Mediterranean,,KWT,Kuwait,,<500 [<500–<500],500,500,500,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,LTU,Lithuania,, 2 900 [ 2 700–3 300],2900,2700,3300,,,
HIV_0000000001,Estimated number of people (all ages) living with HIV,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2921,PUBLISHED,Published,,2016,2016,,EUR,Europe,,MNE,Montenegro,,<500 [<500–<1000],500,500,1000,,,
